0 [-1.58711876 -1.58711876 -1.58711876]
1 [-1.58725347 -1.58632545 -1.58899918]
2 [-1.58738946 -1.58553161 -1.59087944]
3 [-1.58752747 -1.58473672 -1.59275838]
4 [-1.5876682  -1.58394022 -1.59463477]
5 [-1.58781234 -1.58314156 -1.59650733]
6 [-1.58796056 -1.5823402  -1.59837475]
7 [-1.58811352 -1.5815356  -1.60023564]
8 [-1.58827188 -1.58072722 -1.60208856]
9 [-1.58843624 -1.57991451 -1.60393205]
