0 (69.888000000000034, -327.54587844028083, -257.6578784402808)
1 (65.132024072226116, -323.10284769797181, -257.97082362574571)
2 (51.942235185510199, -309.60163473436194, -257.65939954885175)
3 (35.899300378449617, -292.87453047836107, -256.97523009991147)
4 (26.735483534954696, -283.34893288029713, -256.61344934534242)
5 (29.05426911262234, -286.12821417796806, -257.0739450653457)
6 (37.240359353019862, -294.82906220178802, -257.58870284876815)
7 (43.783330097210204, -301.42959409880871, -257.64626400159852)
8 (46.927285216593447, -304.31023274553547, -257.38294752894205)
9 (49.809260472346679, -306.91928702122658, -257.11002654887989)
10 (56.108129510621453, -313.15292385834385, -257.04479434772242)
11 (66.750366977643878, -323.95113210215266, -257.20076512450879)
12 (79.488604877487106, -336.9139718643778, -257.42536698689071)
13 (90.88709668044298, -348.47371337672729, -257.5866166962843)
14 (98.130150612804073, -355.85110668272176, -257.72095606991769)
15 (99.407282838228639, -357.21450121342849, -257.80721837519985)
16 (94.860021684615077, -352.47067989503688, -257.61065821042178)
17 (88.915667328414756, -346.10254529671556, -257.18687796830079)
18 (87.331954405612166, -344.77251679088181, -257.44056238526963)
19 (88.354182530229394, -346.06984491444257, -257.71566238421315)
20 (88.176115169417614, -345.8488077028868, -257.67269253346922)
21 (86.633020797630493, -344.305567362293, -257.67254656466253)
22 (84.197475634992045, -341.84426897231117, -257.64679333731914)
23 (81.315943474472206, -339.01067919619368, -257.69473572172149)
24 (78.527159843623679, -335.98510755660436, -257.45794771298068)
25 (78.597028402624062, -336.03366559272627, -257.4366371901022)
26 (80.963980728926643, -338.82551122251971, -257.86153049359308)
27 (81.93001283950791, -339.470108626399, -257.54009578689107)
28 (83.249169557758407, -340.91908274638257, -257.66991318862415)
29 (83.782889888331837, -341.71448984099533, -257.93159995266348)
30 (80.752213418364931, -338.38441064247866, -257.63219722411372)
31 (79.174190325490514, -336.22954631306465, -257.0553559875741)
32 (84.035568712297774, -341.8684500177967, -257.83288130549892)
33 (88.167114229414906, -346.15684222464398, -257.98972799522909)
34 (87.286148955328841, -345.03449363854298, -257.74834468321416)
35 (83.71870818565101, -341.37067383709302, -257.65196565144203)
36 (79.714055096643918, -337.29558281848603, -257.58152772184212)
37 (76.99672509859478, -334.52718934987507, -257.53046425128031)
38 (77.730395629239851, -335.02146943685119, -257.29107380761133)
39 (84.537872256693674, -342.0022863395306, -257.46441408283692)
40 (94.347283408978853, -352.36550529264719, -258.01822188366833)
41 (98.900695706371977, -357.21063507921019, -258.30993937283824)
42 (94.722263160397318, -352.50128153275057, -257.77901837235322)
43 (87.734766284176231, -345.169692315026, -257.43492603084974)
44 (83.041563854242867, -340.63618761930553, -257.59462376506269)
45 (78.956551108105572, -336.80268637548318, -257.84613526737758)
46 (73.43355142432317, -330.96409223174527, -257.53054080742208)
47 (71.2199165360758, -328.28257523083175, -257.06265869475595)
48 (76.617947456914777, -334.30230342342952, -257.68435596651477)
49 (83.123824273900752, -341.11951116586533, -257.99568689196457)
50 (85.223533951628426, -343.01888318583764, -257.7953492342092)
51 (84.332440561052252, -342.02692442872092, -257.69448386766868)
52 (82.988295073285386, -340.47953250026393, -257.49123742697856)
53 (84.203083643249968, -341.72922005938, -257.52613641613004)
54 (86.799559575465992, -344.72243701563781, -257.92287744017182)
55 (85.767469569998852, -343.66318638073182, -257.89571681073295)
56 (81.706779638711055, -339.16086035046584, -257.45408071175478)
57 (81.112228518782217, -338.28115803603924, -257.16892951725703)
58 (87.56533296079914, -345.20997717225276, -257.64464421145362)
